agence_cat,biblionumber,collection,collection1,collection2,collection3,collection4,date_transaction,element_initial,point_acces,subd_chrono,subd_forme,subd_geo,subd_sujet,support,unimarc
Roubaix,166,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2016-01-27,"Mainstream (jazz)","Mainstream (jazz) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,166,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2016-01-27,"Chanteuses de jazz","Chanteuses de jazz - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,166,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2016-01-27,1,1,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,167,"Adultes - Arts, création, vie pratique - Cinéma, télévision et séries TV - Musique de films",Adultes,"Arts, création, vie pratique","Cinéma, télévision et séries TV","Musique de films",2007-08-28,"Musique de film","Musique de film - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,167,"Adultes - Arts, création, vie pratique - Cinéma, télévision et séries TV - Musique de films",Adultes,"Arts, création, vie pratique","Cinéma, télévision et séries TV","Musique de films",2007-08-28,520,520,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,168,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2016-07-03,Jazz,"Jazz - Disques - Etats-Unis",ABS,ABS,Etats-Unis,Disques,"Disque compact",f606
Roubaix,168,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2016-07-03,"Trompette, Musique de (jazz)","Trompette, Musique de (jazz) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,168,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2016-07-03,Be-bop,"Be-bop - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,168,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2016-07-03,1,1,ABS,ABS,ABS,ABS,"Disque compact",f679
Autre,169,"Adultes - Musique et arts vivants - Musique - Rap",Adultes,"Musique et arts vivants",Musique,Rap,,"Rap (musique)","Rap (musique) - Disques - Seine-Saint-Denis (France)",ABS,ABS,"Seine-Saint-Denis (France)",Disques,"Disque compact",f606
Autre,169,"Adultes - Musique et arts vivants - Musique - Rap",Adultes,"Musique et arts vivants",Musique,Rap,,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,171,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,"Rock (musique)","Rock (musique) - Disques - Angleterre (GB)",ABS,ABS,"Angleterre (GB)",Disques,"Disque compact",f606
Roubaix,171,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,173,"Adultes - Musique et arts vivants - Musique - Techno",Adultes,"Musique et arts vivants",Musique,Techno,2007-08-28,"Techno (musique)","Techno (musique) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,173,"Adultes - Musique et arts vivants - Musique - Techno",Adultes,"Musique et arts vivants",Musique,Techno,2007-08-28,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,174,"Adultes - Musique et arts vivants - Musique - Rap",Adultes,"Musique et arts vivants",Musique,Rap,2007-08-28,"Rap (musique)","Rap (musique) - Disques - Etats-Unis",ABS,ABS,Etats-Unis,Disques,"Disque compact",f606
Roubaix,174,"Adultes - Musique et arts vivants - Musique - Rap",Adultes,"Musique et arts vivants",Musique,Rap,2007-08-28,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,175,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2016-01-31,ABS,ABS,ABS,ABS,ABS,ABS,"Disque compact",ABS
Roubaix,177,"Adultes - Musique et arts vivants - Musique - Métal",Adultes,"Musique et arts vivants",Musique,Métal,2011-05-25,"Rock (musique)","Rock (musique) - Disques - Angleterre (GB)",ABS,ABS,"Angleterre (GB)",Disques,"Disque compact",f606
Roubaix,177,"Adultes - Musique et arts vivants - Musique - Métal",Adultes,"Musique et arts vivants",Musique,Métal,2011-05-25,"Heavy metal","Heavy metal - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,177,"Adultes - Musique et arts vivants - Musique - Métal",Adultes,"Musique et arts vivants",Musique,Métal,2011-05-25,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,178,"Adultes - Musique et arts vivants - Musique - Variétés",Adultes,"Musique et arts vivants",Musique,Variétés,2005-03-22,ABS,ABS,ABS,ABS,ABS,ABS,"Disque compact",ABS
Roubaix,179,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,"Rock (musique)","Rock (musique) - Disques - Etats-Unis",ABS,ABS,Etats-Unis,Disques,"Disque compact",f606
Roubaix,179,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,"Guitare, Musique de (rock)","Guitare, Musique de (rock) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,179,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
BnF,181,"Adultes - Musique et arts vivants - Arts vivants - Théâtre (textes)",Adultes,"Musique et arts vivants","Arts vivants","Théâtre (textes)",1996-09-24,822,822,ABS,ABS,ABS,ABS,Livre,f686
BnF,182,"Adultes - Divers",Adultes,Divers,INC,INC,1993-03-17,"Catastrophes écologiques","Catastrophes écologiques",ABS,ABS,ABS,ABS,Livre,f606
BnF,182,"Adultes - Divers",Adultes,Divers,INC,INC,1993-03-17,"Écologie humaine","Écologie humaine",ABS,ABS,ABS,ABS,Livre,f606
BnF,182,"Adultes - Divers",Adultes,Divers,INC,INC,1993-03-17,"50 ","50 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,184,"Adultes - Divers",Adultes,Divers,INC,INC,1993-05-18,Sectes,"Sectes - 1970-....",1970-....,ABS,ABS,ABS,Livre,f606
BnF,184,"Adultes - Divers",Adultes,Divers,INC,INC,1993-05-18,209,209,ABS,ABS,ABS,ABS,Livre,f676
BnF,184,"Adultes - Divers",Adultes,Divers,INC,INC,1993-05-18,"2  ","2  ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,187,"Adultes - Divers",Adultes,Divers,INC,INC,2006-12-21,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
BnF,188,"Adultes - Comprendre et se former - Histoire",Adultes,"Comprendre et se former",Histoire,INC,1993-04-30,"Villes disparues, en ruine, etc.","Villes disparues, en ruine, etc.",ABS,ABS,ABS,ABS,Livre,f606
BnF,188,"Adultes - Comprendre et se former - Histoire",Adultes,"Comprendre et se former",Histoire,INC,1993-04-30,"Civilisation antique","Civilisation antique",ABS,ABS,ABS,ABS,Livre,f606
BnF,188,"Adultes - Comprendre et se former - Histoire",Adultes,"Comprendre et se former",Histoire,INC,1993-04-30,"93 ","93 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,190,"Adultes - Divers",Adultes,Divers,INC,INC,1974-01-01,843,843,ABS,ABS,ABS,ABS,Livre,f676
BnF,190,"Adultes - Divers",Adultes,Divers,INC,INC,1974-01-01,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,191,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1984-04-20,843,843,ABS,ABS,ABS,ABS,Livre,f676
BnF,191,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1984-04-20,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,195,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1980-10-30,843,843,ABS,ABS,ABS,ABS,Livre,f676
BnF,195,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1980-10-30,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,196,"Adultes - Divers",Adultes,Divers,INC,INC,1984-04-20,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,199,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1990-10-17,843,843,ABS,ABS,ABS,ABS,Livre,f676
BnF,199,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1990-10-17,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,201,"Adultes - Littératures - Courts récits - Nouvelles",Adultes,Littératures,"Courts récits",Nouvelles,1993-04-16,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,202,"Adultes - Comprendre et se former - Sciences sociales",Adultes,"Comprendre et se former","Sciences sociales",INC,1993-04-27,"Groupes rock","Groupes rock - Langage",ABS,ABS,ABS,Langage,Livre,f606
BnF,202,"Adultes - Comprendre et se former - Sciences sociales",Adultes,"Comprendre et se former","Sciences sociales",INC,1993-04-27,"Musiciens de rock","Musiciens de rock - Langage",ABS,ABS,ABS,Langage,Livre,f606
BnF,202,"Adultes - Comprendre et se former - Sciences sociales",Adultes,"Comprendre et se former","Sciences sociales",INC,1993-04-27," Français  ( langue )"," Français  ( langue ) - Dictionnaires",ABS,ABS,ABS,Dictionnaires,Livre,f606
BnF,202,"Adultes - Comprendre et se former - Sciences sociales",Adultes,"Comprendre et se former","Sciences sociales",INC,1993-04-27,824,824,ABS,ABS,ABS,ABS,Livre,f686
BnF,207,"Adultes - Divers",Adultes,Divers,INC,INC,1993-03-16,"Monet Claude 1840-1926","Monet - Claude - 1840-1926 - Critique et interprétation",ABS,ABS,ABS,"Critique et interprétation",Livre,f600
BnF,207,"Adultes - Divers",Adultes,Divers,INC,INC,1993-03-16,"70 ","70 ",ABS,ABS,ABS,ABS,Livre,f686
Autre,208,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",,ABS,ABS,ABS,ABS,ABS,ABS,"Disque compact",ABS
Roubaix,210,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2016-01-31,ABS,ABS,ABS,ABS,ABS,ABS,"Disque compact",ABS
Roubaix,211,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",2007-08-28,"Rock (musique)","Rock (musique) - Disques - France",ABS,ABS,France,Disques,"Disque compact",f606
Roubaix,211,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",2007-08-28,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
BnF,212,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1992-06-19,823,823,ABS,ABS,ABS,ABS,Livre,f686
Roubaix,214,"Adultes - Arts, création, vie pratique - Cinéma, télévision et séries TV - Musique de films",Adultes,"Arts, création, vie pratique","Cinéma, télévision et séries TV","Musique de films",2007-08-28,"Musique de film","Musique de film - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,214,"Adultes - Arts, création, vie pratique - Cinéma, télévision et séries TV - Musique de films",Adultes,"Arts, création, vie pratique","Cinéma, télévision et séries TV","Musique de films",2007-08-28,520,520,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,215,"Adultes - Arts, création, vie pratique - Cinéma, télévision et séries TV - Musique de films",Adultes,"Arts, création, vie pratique","Cinéma, télévision et séries TV","Musique de films",2016-01-31,"Musique de film","Musique de film - Anthologies",ABS,ABS,ABS,Anthologies,"Disque compact",f606
Roubaix,215,"Adultes - Arts, création, vie pratique - Cinéma, télévision et séries TV - Musique de films",Adultes,"Arts, création, vie pratique","Cinéma, télévision et séries TV","Musique de films",2016-01-31,520,520,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,216,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",2016-01-31,ABS,ABS,ABS,ABS,ABS,ABS,"Disque compact",ABS
Roubaix,217,"Adultes - Musique et arts vivants - Musique - Soul",Adultes,"Musique et arts vivants",Musique,Soul,2011-05-25,Funk,"Funk - Disques - Etats-Unis",ABS,ABS,Etats-Unis,Disques,"Disque compact",f606
Roubaix,217,"Adultes - Musique et arts vivants - Musique - Soul",Adultes,"Musique et arts vivants",Musique,Soul,2011-05-25,"Violon, Musique de (rock)","Violon, Musique de (rock) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,217,"Adultes - Musique et arts vivants - Musique - Soul",Adultes,"Musique et arts vivants",Musique,Soul,2011-05-25,"Soul music","Soul music - Disques - Etats-Unis",ABS,ABS,Etats-Unis,Disques,"Disque compact",f606
Roubaix,217,"Adultes - Musique et arts vivants - Musique - Soul",Adultes,"Musique et arts vivants",Musique,Soul,2011-05-25,180,180,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,218,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",2016-07-03,Opéras,"Opéras - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,218,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",2016-07-03,Musique,"Musique - Disques - 17e siècle","17e siècle",ABS,ABS,Disques,"Disque compact",f606
Roubaix,218,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",2016-07-03,3,3,ABS,ABS,ABS,ABS,"Disque compact",f679
Autre,221,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,,Tsiganes,"Tsiganes - Musique",ABS,ABS,ABS,Musique,"Disque compact",f606
Autre,221,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,,001.1,001.1,ABS,ABS,ABS,ABS,"Disque compact",f679
Autre,221,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,,"Chansons yiddish","Chansons yiddish - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Autre,221,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,,Klezmer,"Klezmer - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,222,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2016-07-03,"Rock (musique)","Rock (musique) - Disques - Angleterre (GB)",ABS,ABS,"Angleterre (GB)",Disques,"Disque compact",f606
Roubaix,222,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2016-07-03,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,223,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,"Rock (musique)","Rock (musique) - Disques - Allemagne",ABS,ABS,Allemagne,Disques,"Disque compact",f606
Roubaix,223,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,"Synthétiseur, Musique de (rock)","Synthétiseur, Musique de (rock) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,223,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,"Musique ambiante","Musique ambiante - Disques - Allemagne",ABS,ABS,Allemagne,Disques,"Disque compact",f606
Roubaix,223,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,224,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,"Rock (musique)","Rock (musique) - Disques - Allemagne",ABS,ABS,Allemagne,Disques,"Disque compact",f606
Roubaix,224,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,"Synthétiseur, Musique de (rock)","Synthétiseur, Musique de (rock) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,224,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,"Musique planante","Musique planante - Disques - Allemagne",ABS,ABS,Allemagne,Disques,"Disque compact",f606
Roubaix,224,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,225,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",2016-07-03,"Marie, Sainte Vierge","Marie, Sainte Vierge - Chants et musique",ABS,ABS,ABS,"Chants et musique","Disque compact",f606
Roubaix,225,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",2016-07-03,Magnificat,"Magnificat - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,225,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",2016-07-03,Motets,"Motets - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,225,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",2016-07-03,"Musique vocale sacrée","Musique vocale sacrée - Disques - Espagne - 16e siècle","16e siècle",ABS,Espagne,Disques,"Disque compact",f606
Roubaix,225,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",2016-07-03,3,3,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,226,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,"Rock (musique)","Rock (musique) - Disques - Etats-Unis",ABS,ABS,Etats-Unis,Disques,"Disque compact",f606
Roubaix,226,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,"Guitare, Musique de (rock)","Guitare, Musique de (rock) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,226,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,227,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2016-01-31,ABS,ABS,ABS,ABS,ABS,ABS,"Disque compact",ABS
Roubaix,228,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",2016-10-16,"Chansons françaises","Chansons françaises - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,228,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",2016-10-16,099.2,099.2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,229,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2016-01-31,"Rock (musique)","Rock (musique) - Disques - Angleterre (GB)",ABS,ABS,"Angleterre (GB)",Disques,"Disque compact",f606
Roubaix,229,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2016-01-31,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
Autre,230,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,,"Rock (musique)","Rock (musique) - Disques - Angleterre (GB)",ABS,ABS,"Angleterre (GB)",Disques,"Disque compact",f606
Autre,230,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,231,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2016-01-31,"Rock (musique)","Rock (musique) - Disques - Etats-Unis",ABS,ABS,Etats-Unis,Disques,"Disque compact",f606
Roubaix,231,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2016-01-31,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,232,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2011-04-05,Blues,"Blues - Disques - Etats-Unis",ABS,ABS,Etats-Unis,Disques,"Disque compact",f606
Roubaix,232,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2011-04-05,"Rock (musique)","Rock (musique) - Disques - Etats-Unis",ABS,ABS,Etats-Unis,Disques,"Disque compact",f606
Roubaix,232,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2011-04-05,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,233,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",2016-01-31,ABS,ABS,ABS,ABS,ABS,ABS,"Disque compact",ABS
Roubaix,234,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",2016-07-03,Opéras,"Opéras - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
