agence_cat,biblionumber,collection,collection1,collection2,collection3,collection4,date_transaction,element_initial,point_acces,subd_chrono,subd_forme,subd_geo,subd_sujet,support,unimarc
BnF,2,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1984-01-09,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,3,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1979-04-24,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,4,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1980-02-12,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,6,"Jeunesse - Albums - Contes pour petits enfants",Jeunesse,Albums,"Contes pour petits enfants",INC,1992-05-05,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,7,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1984-04-20,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,8,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1984-04-20,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,9,"Jeunesse - Albums - Contes pour enfants",Jeunesse,Albums,"Contes pour enfants",INC,1990-01-25,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,10,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1982-12-27,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,11,"Adultes - Divers",Adultes,Divers,INC,INC,2016-01-19,"Contes africains","Contes africains - Ouvrages pour la jeunesse - Afrique centrale",ABS,ABS,"Afrique centrale","Ouvrages pour la jeunesse",Livre,f606
BnF,12,"Jeunesse - Albums - Contes pour enfants",Jeunesse,Albums,"Contes pour enfants",INC,1988-11-15,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,13,"Jeunesse - Albums - Contes en livre sonore",Jeunesse,Albums,"Contes en livre sonore",INC,1990-05-22,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,17,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1992-05-05,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,18,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1992-05-25,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,19,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1984-04-20,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,22,"Patrimoine - Patrimoine écrit",Patrimoine,"Patrimoine écrit",INC,INC,2011-04-27,"Pinocchio (personnage fictif)","Pinocchio (personnage fictif) - Ouvrages pour la jeunesse",ABS,ABS,ABS,"Ouvrages pour la jeunesse",Livre,f600
BnF,23,"Jeunesse - Albums - Contes pour enfants",Jeunesse,Albums,"Contes pour enfants",INC,1984-04-20,"Contes roumains","Contes roumains - Ouvrages pour la jeunesse",ABS,ABS,ABS,"Ouvrages pour la jeunesse",Livre,f609
BnF,23,"Jeunesse - Albums - Contes pour enfants",Jeunesse,Albums,"Contes pour enfants",INC,1984-04-20,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,27,"Adultes - Littératures - Courts récits - Contes",Adultes,Littératures,"Courts récits",Contes,1984-04-20,"82 ","82 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,29,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1991-10-10,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,30,"Jeunesse - Romans - Romans pour enfants",Jeunesse,Romans,"Romans pour enfants",INC,1990-11-19,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,31,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1989-02-08,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,32,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1990-11-13,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,33,"Adultes - Divers",Adultes,Divers,INC,INC,1984-04-20,Djoha,"Djoha - personnage légendaire",ABS,ABS,ABS,ABS,Livre,f600
BnF,33,"Adultes - Divers",Adultes,Divers,INC,INC,1984-04-20,"398.209 61","398.209 61",ABS,ABS,ABS,ABS,Livre,f676
BnF,33,"Adultes - Divers",Adultes,Divers,INC,INC,1984-04-20,82,82,ABS,ABS,ABS,ABS,Livre,f686
BnF,34,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1990-11-07,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,35,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1990-07-04,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,36,"Jeunesse - Albums - Contes pour enfants",Jeunesse,Albums,"Contes pour enfants",INC,1984-04-20,"Contes africains","Contes africains - Ouvrages pour la jeunesse - Afrique du Nord",ABS,ABS,"Afrique du Nord","Ouvrages pour la jeunesse",Livre,f609
BnF,36,"Jeunesse - Albums - Contes pour enfants",Jeunesse,Albums,"Contes pour enfants",INC,1984-04-20,"Contes berbères","Contes berbères - Ouvrages pour la jeunesse",ABS,ABS,ABS,"Ouvrages pour la jeunesse",Livre,f609
BnF,36,"Jeunesse - Albums - Contes pour enfants",Jeunesse,Albums,"Contes pour enfants",INC,1984-04-20,"82 ","82 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,37,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1991-10-18,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,38,"Jeunesse - Albums - Albums petits enfants",Jeunesse,Albums,"Albums petits enfants",INC,1990-11-07,823,823,ABS,ABS,ABS,ABS,Livre,f686
Roubaix,39,"Patrimoine - Patrimoine écrit",Patrimoine,"Patrimoine écrit",INC,INC,2009-11-04,"Polichinelle (personnage fictif)","Polichinelle (personnage fictif)",ABS,ABS,ABS,ABS,Livre,f600
BnF,40,"Jeunesse - Albums - Contes pour enfants",Jeunesse,Albums,"Contes pour enfants",INC,1992-04-10,fiction,fiction,ABS,ABS,ABS,ABS,Livre,f608
BnF,40,"Jeunesse - Albums - Contes pour enfants",Jeunesse,Albums,"Contes pour enfants",INC,1992-04-10,"œuvre d'origine : conte, nouvelle, récit","œuvre d'origine : conte, nouvelle, récit",ABS,ABS,ABS,ABS,Livre,f608
BnF,41,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1984-01-23,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,43,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1984-04-20,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,45,INC,INC,INC,INC,INC,1984-04-20,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,49,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1989-12-07,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,51,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1979-04-23,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,52,"Jeunesse - Albums - Albums en langue étrangère - Fiction",Jeunesse,Albums,"Albums en langue étrangère",Fiction,1980-04-09,"894.353 3","894.353 3",ABS,ABS,ABS,ABS,Livre,f676
BnF,52,"Jeunesse - Albums - Albums en langue étrangère - Fiction",Jeunesse,Albums,"Albums en langue étrangère",Fiction,1980-04-09,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,53,"Adultes - Divers",Adultes,Divers,INC,INC,1983-08-17,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,56,"Adultes - Divers",Adultes,Divers,INC,INC,1993-03-08,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,57,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1984-04-20,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,58,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1984-04-20,83,83,ABS,ABS,ABS,ABS,Livre,f686
BnF,59,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1984-01-23,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,60,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1980-02-12,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,61,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1984-04-20,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,68,"Patrimoine - Patrimoine écrit",Patrimoine,"Patrimoine écrit",INC,INC,2013-08-14,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
BnF,69,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-04-14,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,70,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-04-15,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,72,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-05-12,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,73,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-04-14,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,76,"Adultes - Arts, création, vie pratique - Vie pratique et loisirs - Sports et loisirs",Adultes,"Arts, création, vie pratique","Vie pratique et loisirs","Sports et loisirs",1994-10-14,Bière,"Bière - Objets de collection - Europe",ABS,ABS,Europe,"Objets de collection",Livre,f606
BnF,76,"Adultes - Arts, création, vie pratique - Vie pratique et loisirs - Sports et loisirs",Adultes,"Arts, création, vie pratique","Vie pratique et loisirs","Sports et loisirs",1994-10-14,"70 ","70 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,79,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1994-06-21,813.54,813.54,ABS,ABS,ABS,ABS,Livre,f676
BnF,79,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1994-06-21,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,84,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-04-14,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,87,"Adultes - Musique et arts vivants - Arts vivants - Théâtre (textes)",Adultes,"Musique et arts vivants","Arts vivants","Théâtre (textes)",1993-04-22,822,822,ABS,ABS,ABS,ABS,Livre,f686
BnF,89,"Adultes - Littératures - Poésie",Adultes,Littératures,Poésie,INC,1994-05-11,Poétique,Poétique,ABS,ABS,ABS,ABS,Livre,f606
BnF,89,"Adultes - Littératures - Poésie",Adultes,Littératures,Poésie,INC,1994-05-11,841.914,841.914,ABS,ABS,ABS,ABS,Livre,f676
BnF,89,"Adultes - Littératures - Poésie",Adultes,Littératures,Poésie,INC,1994-05-11,"80 ","80 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,90,"Adultes - Musique et arts vivants - Arts vivants - Théâtre (textes)",Adultes,"Musique et arts vivants","Arts vivants","Théâtre (textes)",1993-04-08,822,822,ABS,ABS,ABS,ABS,Livre,f686
BnF,92,"Adultes - Littératures - Textes littéraires",Adultes,Littératures,"Textes littéraires",INC,1993-06-17,843.914,843.914,ABS,ABS,ABS,ABS,Livre,f676
BnF,92,"Adultes - Littératures - Textes littéraires",Adultes,Littératures,"Textes littéraires",INC,1993-06-17,824,824,ABS,ABS,ABS,ABS,Livre,f686
BnF,93,"Adultes - Musique et arts vivants - Arts vivants - Théâtre (textes)",Adultes,"Musique et arts vivants","Arts vivants","Théâtre (textes)",1993-04-08,842.914,842.914,ABS,ABS,ABS,ABS,Livre,f676
BnF,93,"Adultes - Musique et arts vivants - Arts vivants - Théâtre (textes)",Adultes,"Musique et arts vivants","Arts vivants","Théâtre (textes)",1993-04-08,822,822,ABS,ABS,ABS,ABS,Livre,f686
BnF,94,"Adultes - Divers",Adultes,Divers,INC,INC,1993-03-22,"Front national","Front national - France , 1972-...",ABS,ABS,ABS,ABS,Livre,f601
BnF,94,"Adultes - Divers",Adultes,Divers,INC,INC,1993-03-22,"Front national","Front national - France , 1972-... - Finances",ABS,ABS,ABS,Finances,Livre,f601
BnF,94,"Adultes - Divers",Adultes,Divers,INC,INC,1993-03-22,"Chefs d'entreprise","Chefs d'entreprise - France",ABS,ABS,France,ABS,Livre,f606
BnF,94,"Adultes - Divers",Adultes,Divers,INC,INC,1993-03-22,"324.244 083","324.244 083",ABS,ABS,ABS,ABS,Livre,f676
BnF,94,"Adultes - Divers",Adultes,Divers,INC,INC,1993-03-22,"32 ","32 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,95,"Adultes - Musique et arts vivants - Arts vivants - Théâtre (textes)",Adultes,"Musique et arts vivants","Arts vivants","Théâtre (textes)",1993-04-05,842.914,842.914,ABS,ABS,ABS,ABS,Livre,f676
BnF,95,"Adultes - Musique et arts vivants - Arts vivants - Théâtre (textes)",Adultes,"Musique et arts vivants","Arts vivants","Théâtre (textes)",1993-04-05,822,822,ABS,ABS,ABS,ABS,Livre,f686
BnF,96,"Adultes - Divers",Adultes,Divers,INC,INC,1993-04-13," Matisse   Henri   1869-1954"," Matisse  -  Henri  -  1869-1954 - Catalogues d'exposition",ABS,ABS,ABS,"Catalogues d'exposition",Livre,f600
BnF,96,"Adultes - Divers",Adultes,Divers,INC,INC,1993-04-13,"70 ","70 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,104,"Patrimoine - Patrimoine écrit",Patrimoine,"Patrimoine écrit",INC,INC,2011-05-20,"Roubaix (Nord)","Roubaix (Nord) - Roman",ABS,ABS,ABS,Roman,Livre,f607
BnF,109,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-03-16,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,111,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-03-26,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,115,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-04-23,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,120,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-04-26,824,824,ABS,ABS,ABS,ABS,Livre,f686
Roubaix,122,"Adultes - Musique et arts vivants - Musique - Métal",Adultes,"Musique et arts vivants",Musique,Métal,2007-08-28,"Rock (musique)","Rock (musique) - Disques - Angleterre (GB)",ABS,ABS,"Angleterre (GB)",Disques,"Disque compact",f606
Roubaix,122,"Adultes - Musique et arts vivants - Musique - Métal",Adultes,"Musique et arts vivants",Musique,Métal,2007-08-28,"Hard rock","Hard rock - Disques - Angleterre (GB)",ABS,ABS,"Angleterre (GB)",Disques,"Disque compact",f606
Roubaix,122,"Adultes - Musique et arts vivants - Musique - Métal",Adultes,"Musique et arts vivants",Musique,Métal,2007-08-28,"Guitare, Musique de (rock)","Guitare, Musique de (rock) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,122,"Adultes - Musique et arts vivants - Musique - Métal",Adultes,"Musique et arts vivants",Musique,Métal,2007-08-28,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
BnF,123,"Adultes - Littératures - Courts récits - Nouvelles",Adultes,Littératures,"Courts récits",Nouvelles,1993-04-23,813.54,813.54,ABS,ABS,ABS,ABS,Livre,f676
BnF,123,"Adultes - Littératures - Courts récits - Nouvelles",Adultes,Littératures,"Courts récits",Nouvelles,1993-04-23,823,823,ABS,ABS,ABS,ABS,Livre,f686
Roubaix,125,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,"Rock (musique)","Rock (musique) - Disques - Londres (GB)",ABS,ABS,"Londres (GB)",Disques,"Disque compact",f606
Roubaix,125,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
Autre,126,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",,"Rock (musique)","Rock (musique) - Disques - France",ABS,ABS,France,Disques,"Disque compact",f606
Autre,126,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",,"Rock alternatif","Rock alternatif - Disques - France",ABS,ABS,France,Disques,"Disque compact",f606
Autre,126,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
Autre,128,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",,"Violon, Musique de","Violon, Musique de - Interprétation",ABS,ABS,ABS,Interprétation,"Disque compact",f606
Autre,128,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",,Musique,"Musique - Disques - 19e siècle","19e siècle",ABS,ABS,Disques,"Disque compact",f606
Autre,128,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",,3.41,3.41,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,129,"Adultes - Musique et arts vivants - Musique - Métal",Adultes,"Musique et arts vivants",Musique,Métal,2011-05-25,"Rock (musique)","Rock (musique) - Disques - Etats-Unis",ABS,ABS,Etats-Unis,Disques,"Disque compact",f606
Roubaix,129,"Adultes - Musique et arts vivants - Musique - Métal",Adultes,"Musique et arts vivants",Musique,Métal,2011-05-25,"Guitare, Musique de (rock)","Guitare, Musique de (rock) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,129,"Adultes - Musique et arts vivants - Musique - Métal",Adultes,"Musique et arts vivants",Musique,Métal,2011-05-25,"Heavy metal","Heavy metal - Disques - Etats-Unis",ABS,ABS,Etats-Unis,Disques,"Disque compact",f606
Roubaix,129,"Adultes - Musique et arts vivants - Musique - Métal",Adultes,"Musique et arts vivants",Musique,Métal,2011-05-25,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
BnF,131,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-04-06,813.54,813.54,ABS,ABS,ABS,ABS,Livre,f676
BnF,131,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-04-06,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,132,"Adultes - Littératures - Textes littéraires",Adultes,Littératures,"Textes littéraires",INC,1993-04-22," Miller   Henry   1891-1980"," Miller  -  Henry  -  1891-1980 - Entretiens",ABS,ABS,ABS,Entretiens,Livre,f600
BnF,132,"Adultes - Littératures - Textes littéraires",Adultes,Littératures,"Textes littéraires",INC,1993-04-22,813.5,813.5,ABS,ABS,ABS,ABS,Livre,f676
BnF,132,"Adultes - Littératures - Textes littéraires",Adultes,Littératures,"Textes littéraires",INC,1993-04-22,824,824,ABS,ABS,ABS,ABS,Livre,f686
BnF,133,"Adultes - Littératures - Courts récits - Nouvelles",Adultes,Littératures,"Courts récits",Nouvelles,1993-07-09,813.5,813.5,ABS,ABS,ABS,ABS,Livre,f676
BnF,133,"Adultes - Littératures - Courts récits - Nouvelles",Adultes,Littératures,"Courts récits",Nouvelles,1993-07-09,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,134,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-03-15,813.54,813.54,ABS,ABS,ABS,ABS,Livre,f676
BnF,134,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-03-15,823,823,ABS,ABS,ABS,ABS,Livre,f686
Autre,135,"Patrimoine - Patrimoine enregistré - Fonds local régional sonore",Patrimoine,"Patrimoine enregistré","Fonds local régional sonore",INC,,"Musique traditionnelle","Musique traditionnelle - Disques - France",ABS,ABS,France,Disques,"Disque compact",f606
Autre,135,"Patrimoine - Patrimoine enregistré - Fonds local régional sonore",Patrimoine,"Patrimoine enregistré","Fonds local régional sonore",INC,,"Musique traditionnelle","Musique traditionnelle - Disques - Nord",ABS,ABS,Nord,Disques,"Disque compact",f606
Autre,135,"Patrimoine - Patrimoine enregistré - Fonds local régional sonore",Patrimoine,"Patrimoine enregistré","Fonds local régional sonore",INC,,"Chansons françaises","Chansons françaises - Disques - Dunkerque (Nord)",ABS,ABS,"Dunkerque (Nord)",Disques,"Disque compact",f606
Autre,135,"Patrimoine - Patrimoine enregistré - Fonds local régional sonore",Patrimoine,"Patrimoine enregistré","Fonds local régional sonore",INC,,"Carnavals, Musique de","Carnavals, Musique de - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Autre,135,"Patrimoine - Patrimoine enregistré - Fonds local régional sonore",Patrimoine,"Patrimoine enregistré","Fonds local régional sonore",INC,,095.2,095.2,ABS,ABS,ABS,ABS,"Disque compact",f679
BnF,137,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-05-13,843,843,ABS,ABS,ABS,ABS,Livre,f676
BnF,137,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-05-13,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,145,"Adultes - Divers",Adultes,Divers,INC,INC,1993-04-06,Intellectuels,"Intellectuels - Biographies",ABS,ABS,ABS,Biographies,Livre,f606
BnF,145,"Adultes - Divers",Adultes,Divers,INC,INC,1993-04-06,Intellectuels,"Intellectuels - Moeurs et coutumes",ABS,ABS,ABS,"Moeurs et coutumes",Livre,f606
BnF,145,"Adultes - Divers",Adultes,Divers,INC,INC,1993-04-06,"92 ","92 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,146,"Adultes - Divers",Adultes,Divers,INC,INC,1993-03-10,"Eglise de scientologie d'Ile de France","Eglise de scientologie d'Ile de France",ABS,ABS,ABS,ABS,Livre,f601
BnF,146,"Adultes - Divers",Adultes,Divers,INC,INC,1993-03-10,Scientologie,Scientologie,ABS,ABS,ABS,ABS,Livre,f606
BnF,146,"Adultes - Divers",Adultes,Divers,INC,INC,1993-03-10,Sectes,"Sectes - France",ABS,ABS,France,ABS,Livre,f606
BnF,146,"Adultes - Divers",Adultes,Divers,INC,INC,1993-03-10,"Crimes et criminels","Crimes et criminels - France",ABS,ABS,France,ABS,Livre,f606
BnF,146,"Adultes - Divers",Adultes,Divers,INC,INC,1993-03-10,"306.699 9360944","306.699 9360944",ABS,ABS,ABS,ABS,Livre,f676
BnF,146,"Adultes - Divers",Adultes,Divers,INC,INC,1993-03-10,"32 ","32 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,147,"Patrimoine - Patrimoine écrit",Patrimoine,"Patrimoine écrit",INC,INC,2012-09-08,"Michel Albin 1873-1943","Michel - Albin - 1873-1943",ABS,ABS,ABS,ABS,Livre,f600
Roubaix,147,"Patrimoine - Patrimoine écrit",Patrimoine,"Patrimoine écrit",INC,INC,2012-09-08,"Éditeurs","Éditeurs - France - 20e siècle","20e siècle",ABS,France,ABS,Livre,f606
BnF,148,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-04-14,823,823,ABS,ABS,ABS,ABS,Livre,f686
Autre,155,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",,Ténors,"Ténors - Représentations",ABS,ABS,ABS,Représentations,"Disque compact",f606
Autre,155,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",,3.99,3.99,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,156,"Patrimoine - Patrimoine enregistré - Fonds local régional sonore",Patrimoine,"Patrimoine enregistré","Fonds local régional sonore",INC,2016-01-31,Jazz,"Jazz - Disques - France",ABS,ABS,France,Disques,"Disque compact",f606
Roubaix,156,"Patrimoine - Patrimoine enregistré - Fonds local régional sonore",Patrimoine,"Patrimoine enregistré","Fonds local régional sonore",INC,2016-01-31,"Batterie, Musique de (jazz)","Batterie, Musique de (jazz) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,156,"Patrimoine - Patrimoine enregistré - Fonds local régional sonore",Patrimoine,"Patrimoine enregistré","Fonds local régional sonore",INC,2016-01-31,1,1,ABS,ABS,ABS,ABS,"Disque compact",f679
BnF,158,INC,INC,INC,INC,INC,1993-03-19,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,159,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-04-01,823,823,ABS,ABS,ABS,ABS,Livre,f686
Autre,162,"Adultes - Musique et arts vivants - Musique - Soul",Adultes,"Musique et arts vivants",Musique,Soul,,"Soul music","Soul music - Disques - Etats-Unis",ABS,ABS,Etats-Unis,Disques,"Disque compact",f606
Autre,162,"Adultes - Musique et arts vivants - Musique - Soul",Adultes,"Musique et arts vivants",Musique,Soul,,180,180,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,163,"Adultes - Arts, création, vie pratique - Cinéma, télévision et séries TV - Musique de films",Adultes,"Arts, création, vie pratique","Cinéma, télévision et séries TV","Musique de films",2007-08-28,"Musique de film","Musique de film - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,164,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2016-01-27,Crooner,"Crooner - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,164,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2016-01-27,"Musique traditionnelle","Musique traditionnelle - Etats-Unis",ABS,ABS,ABS,Etats-Unis,"Disque compact",f606
Roubaix,164,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2016-01-27,060.2,060.2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,165,"Adultes - Musique et arts vivants - Musique - Blues et Gospel",Adultes,"Musique et arts vivants",Musique,"Blues et Gospel",2016-01-27,Blues,"Blues - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,165,"Adultes - Musique et arts vivants - Musique - Blues et Gospel",Adultes,"Musique et arts vivants",Musique,"Blues et Gospel",2016-01-27,"Chicago blues","Chicago blues - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,165,"Adultes - Musique et arts vivants - Musique - Blues et Gospel",Adultes,"Musique et arts vivants",Musique,"Blues et Gospel",2016-01-27,"Guitare, Musique de (blues)","Guitare, Musique de (blues) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,165,"Adultes - Musique et arts vivants - Musique - Blues et Gospel",Adultes,"Musique et arts vivants",Musique,"Blues et Gospel",2016-01-27,110,110,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,166,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2016-01-27,Jazz,"Jazz - Disques - Etats-Unis",ABS,ABS,Etats-Unis,Disques,"Disque compact",f606
